name,blurb,goal,slug,disable_communication,country,deadline,state_changed_at,created_at,launched_at,staff_pick,backers_count,category,urls,deadline_weekday,state_changed_at_weekday,created_at_weekday,launched_at_weekday,deadline_month,deadline_day,deadline_hr,state_changed_at_month,state_changed_at_day,state_changed_at_hr,created_at_month,created_at_day,created_at_hr,launched_at_month,launched_at_day,launched_at_hr,create_to_launch,launch_to_deadline,launch_to_state_change,create_to_launch_days,launch_to_deadline_days,launch_to_state_change_days,SuccessfulBool,USorGB,TOPCOUNTRY,LaunchedTuesday,DeadlineWeekend
Techbench Recycling Solutions,TBR is a new start-up company that recycles used technology to provide REFURBISHED COMPUTERS and job skills training to those in need.,400000.0,techbench-recycling-solutions,False,US,6/19/2015 9:56,6/19/2015 9:56,4/12/2015 13:25,4/20/2015 9:56,False,1,Hardware,"{""web"":{""project"":""https://www.kickstarter.com/projects/479176674/techbench-recycling-solutions?ref=category"",""rewards"":""https://www.kickstarter.com/projects/479176674/techbench-recycling-solutions/rewards""}}",Friday,Friday,Sunday,Monday,6,19,9,6,19,9,4,12,13,4,20,9,7 days 20:30:56.000000000,60 days 00:00:00.000000000,60 days 00:00:02.000000000,7,60,60,0,1,1,0,0
ECOSHAH: Self Powered Solar Furnace & Air Conditioner,The ECOSHAH uses the sun to heat and air condition your home.  The design could also eventually be used to heat and cool water.,50000.0,ecoshah-self-powered-solar-furnace-and-air-conditi,False,CA,1/4/2014 21:03,1/4/2014 21:04,11/13/2013 12:45,12/5/2013 21:03,False,14,Hardware,"{""web"":{""project"":""https://www.kickstarter.com/projects/1187830051/ecoshah-self-powered-solar-furnace-and-air-conditi?ref=category"",""rewards"":""https://www.kickstarter.com/projects/1187830051/ecoshah-self-powered-solar-furnace-and-air-conditi/rewards""}}",Saturday,Saturday,Wednesday,Thursday,1,4,21,1,4,21,11,13,12,12,5,21,22 days 08:18:56.000000000,30 days 00:00:00.000000000,30 days 00:00:03.000000000,22,30,30,0,0,0,0,1
The InAction,Small-Durable Indoor/Outdoor Cameraman For Your Smartphone. Elegant/Compact. Capture Pictures/Recordings Without Anyone Being Left Out.,30000.0,the-inaction-0,False,US,10/7/2016 22:08,10/7/2016 22:08,7/31/2016 12:59,8/8/2016 22:08,False,15,,"{""web"":{""project"":""https://www.kickstarter.com/projects/948780913/the-inaction-0?ref=category"",""rewards"":""https://www.kickstarter.com/projects/948780913/the-inaction-0/rewards""}}",Friday,Friday,Sunday,Monday,10,7,22,10,7,22,7,31,12,8,8,22,8 days 09:08:49.000000000,60 days 00:00:00.000000000,60 days 00:00:00.000000000,8,60,60,0,1,1,0,0
Eclectic Variety Show Headlined by Lock In City,"#LockInCity Dancers, Sherwin XL MC, plus singers & musicians in Harlem NYC prod. by Best Friends Productions w/Buck South Entertainment",4500.0,eclectic-variety-show-headlined-by-lock-in-city,False,US,5/15/2015 20:27,5/15/2015 20:27,4/3/2015 11:26,4/8/2015 10:10,False,8,Musical,"{""web"":{""project"":""https://www.kickstarter.com/projects/rachelkadushin/eclectic-variety-show-headlined-by-lock-in-city?ref=category"",""rewards"":""https://www.kickstarter.com/projects/rachelkadushin/eclectic-variety-show-headlined-by-lock-in-city/rewards""}}",Friday,Friday,Friday,Wednesday,5,15,20,5,15,20,4,3,11,4,8,10,4 days 22:43:15.000000000,37 days 10:16:57.000000000,37 days 10:16:58.000000000,4,37,37,0,1,1,0,0
"Legend: A Race Scanner, FanVision, and Smart Automotive Tool","Our mission is to support race fans, drivers, teams, and gearheads with advanced technology. Enter the Legend. Get yours early!",90000.0,legend-better-tech-for-race-fans-drivers-and-gearh,False,US,12/14/2016 22:59,12/14/2016 22:59,10/31/2016 12:40,11/17/2016 8:54,False,373,Gadgets,"{""web"":{""project"":""https://www.kickstarter.com/projects/1514252723/legend-better-tech-for-race-fans-drivers-and-gearh?ref=category"",""rewards"":""https://www.kickstarter.com/projects/1514252723/legend-better-tech-for-race-fans-drivers-and-gearh/rewards""}}",Wednesday,Wednesday,Monday,Thursday,12,14,22,12,14,22,10,31,12,11,17,8,16 days 20:13:41.000000000,27 days 14:04:21.000000000,27 days 14:04:21.000000000,16,27,27,1,1,1,0,0
"Own A Maine Lighthouse -- 43Â° 39â 21â N, 70Â° 02â 12â W","You own a Maine Lighthouse w/Beacon Keeper Deed; sensors/cams & gadgets, virtually we bring the light to you & help ocean-centric orgs.",195000.0,own-a-maine-lighthouse-43-39-21-n-70-02-12-w,False,US,9/9/2014 4:45,9/9/2014 4:45,7/16/2014 10:27,8/15/2014 4:45,True,38,Gadgets,"{""web"":{""project"":""https://www.kickstarter.com/projects/162368864/own-a-maine-lighthouse-43-39-21-n-70-02-12-w?ref=category"",""rewards"":""https://www.kickstarter.com/projects/162368864/own-a-maine-lighthouse-43-39-21-n-70-02-12-w/rewards""}}",Tuesday,Tuesday,Wednesday,Friday,9,9,4,9,9,4,7,16,10,8,15,4,29 days 18:17:50.000000000,25 days 00:00:00.000000000,25 days 00:00:10.000000000,29,25,25,0,1,1,0,0
Holapex Mobile Hologram for Smartphones and Tablets Gadget,Convert your Mobile phone or tablet into a holographic reflector! Light weight and fun office toy or awesome gift!,600.0,holapex-mobile-hologram-for-smartphones-and-tablet,False,US,10/28/2015 11:53,10/28/2015 11:53,9/26/2015 2:53,9/28/2015 11:53,False,93,Gadgets,"{""web"":{""project"":""https://www.kickstarter.com/projects/2112361525/holapex-mobile-hologram-for-smartphones-and-tablet?ref=category"",""rewards"":""https://www.kickstarter.com/projects/2112361525/holapex-mobile-hologram-for-smartphones-and-tablet/rewards""}}",Wednesday,Wednesday,Saturday,Monday,10,28,11,10,28,11,9,26,2,9,28,11,2 days 09:00:27.000000000,30 days 00:00:00.000000000,30 days 00:00:00.000000000,2,30,30,1,1,1,0,0
Mostly Mystery,"Used Bookstore, Writing Workshop and Live Performance Art Space",1600.0,mostly-mystery,False,US,5/10/2016 14:52,5/10/2016 14:52,3/9/2016 14:52,4/2/2016 0:47,False,10,Experimental,"{""web"":{""project"":""https://www.kickstarter.com/projects/770301863/mostly-mystery?ref=category"",""rewards"":""https://www.kickstarter.com/projects/770301863/mostly-mystery/rewards""}}",Tuesday,Tuesday,Wednesday,Saturday,5,10,14,5,10,14,3,9,14,4,2,0,23 days 09:54:25.000000000,38 days 14:04:45.000000000,38 days 14:04:47.000000000,23,38,38,0,1,1,0,0
Micro-algae Reactor Project,The project's objective is building an non-cost-driven algae reactor to capture to scrub green house gas from air.,30000.0,micro-algae-reactor-project,False,US,6/21/2015 15:14,6/21/2015 15:15,7/26/2014 4:32,5/22/2015 15:14,False,4,Hardware,"{""web"":{""project"":""https://www.kickstarter.com/projects/840646182/micro-algae-reactor-project?ref=category"",""rewards"":""https://www.kickstarter.com/projects/840646182/micro-algae-reactor-project/rewards""}}",Sunday,Sunday,Saturday,Friday,6,21,15,6,21,15,7,26,4,5,22,15,300 days 10:42:24.000000000,30 days 00:00:00.000000000,30 days 00:00:15.000000000,300,30,30,0,1,1,0,1
Fandom For All,"Quite simply put this is an adult community, designed and inspired by creativity and friendships; while being driven by the force.",95000.0,fandom-for-all,False,CA,2/22/2015 0:59,2/22/2015 0:59,10/11/2014 22:40,1/21/2015 17:54,False,13,Web,"{""web"":{""project"":""https://www.kickstarter.com/projects/1905399346/fandom-for-all?ref=category"",""rewards"":""https://www.kickstarter.com/projects/1905399346/fandom-for-all/rewards""}}",Sunday,Sunday,Saturday,Wednesday,2,22,0,2,22,0,10,11,22,1,21,17,101 days 19:13:49.000000000,31 days 07:04:37.000000000,31 days 07:04:37.000000000,101,31,31,0,0,0,0,1
Bird Box Science (Canceled),Connect backyard wildlife to the cloud. Connect people to science!,40000.0,bird-box-science,False,US,6/7/2015 17:39,5/20/2015 13:00,5/7/2015 17:39,5/8/2015 9:35,False,20,Web,"{""web"":{""project"":""https://www.kickstarter.com/projects/1850290653/bird-box-science?ref=category"",""rewards"":""https://www.kickstarter.com/projects/1850290653/bird-box-science/rewards""}}",Sunday,Wednesday,Thursday,Friday,6,7,17,5,20,13,5,7,17,5,8,9,0 days 15:56:21.000000000,30 days 08:03:17.000000000,12 days 03:25:04.000000000,0,30,12,0,1,1,0,1
Aivot,Aivot is a gadget for high quality technological projects that links to a PC & Tablet App based on Windows to program unlimitedly.,72083.0,aivot,False,MX,1/27/2017 16:23,1/27/2017 16:23,11/16/2016 12:56,11/28/2016 16:23,False,3,Wearables,"{""web"":{""project"":""https://www.kickstarter.com/projects/1894213877/aivot?ref=category"",""rewards"":""https://www.kickstarter.com/projects/1894213877/aivot/rewards""}}",Friday,Friday,Wednesday,Monday,1,27,16,1,27,16,11,16,12,11,28,16,12 days 03:26:41.000000000,60 days 00:00:00.000000000,60 days 00:00:15.000000000,12,60,60,0,0,1,0,0
MySpotOnTheWorld.com (Canceled),MySpotOnTheWorld is a revolutionary new internet experience that combines an all new social networking platform and connection.,5000000.0,myspotontheworldcom,False,US,10/30/2015 11:36,8/31/2015 12:46,8/25/2015 14:12,8/31/2015 11:36,False,0,Web,"{""web"":{""project"":""https://www.kickstarter.com/projects/1344030542/myspotontheworldcom?ref=category"",""rewards"":""https://www.kickstarter.com/projects/1344030542/myspotontheworldcom/rewards""}}",Friday,Monday,Tuesday,Monday,10,30,11,8,31,12,8,25,14,8,31,11,5 days 21:24:20.000000000,60 days 00:00:00.000000000,0 days 01:10:23.000000000,5,60,0,0,1,1,0,0
Relaunching in May,"Humans have AM/FM/Satellite radio, kids have radio Disney, pets have DogCatRadio.",85000.0,help-pets-get-their-favorite-station-back,False,US,2/18/2016 13:09,2/18/2016 13:09,12/29/2015 22:52,1/19/2016 13:09,False,1,Web,"{""web"":{""project"":""https://www.kickstarter.com/projects/dogcatradio/help-pets-get-their-favorite-station-back?ref=category"",""rewards"":""https://www.kickstarter.com/projects/dogcatradio/help-pets-get-their-favorite-station-back/rewards""}}",Thursday,Thursday,Tuesday,Tuesday,2,18,13,2,18,13,12,29,22,1,19,13,20 days 14:16:42.000000000,30 days 00:00:00.000000000,30 days 00:00:00.000000000,20,30,30,0,1,1,1,0
Cyndr Sentry: The Motion Sensor for Your Work & Gaming Space,Do you know whoâs watching your screen? Detect unexpected visitors while you're working or playing on a PC.,40000.0,cyndr-sentry-the-motion-sensor-for-your-work-and-g,False,US,8/20/2016 10:26,8/20/2016 10:26,4/25/2016 18:36,6/21/2016 10:26,False,41,Gadgets,"{""web"":{""project"":""https://www.kickstarter.com/projects/145350351/cyndr-sentry-the-motion-sensor-for-your-work-and-g?ref=category"",""rewards"":""https://www.kickstarter.com/projects/145350351/cyndr-sentry-the-motion-sensor-for-your-work-and-g/rewards""}}",Saturday,Saturday,Monday,Tuesday,8,20,10,8,20,10,4,25,18,6,21,10,56 days 15:49:33.000000000,60 days 00:00:00.000000000,60 days 00:00:02.000000000,56,60,60,0,1,1,1,1
Turn Your Chair Into A Recumbent Exercise Cycle + Much More,"Excy is Unmatched In Versatility, Durability, And Portability With Quality Resistance For Total Body Workouts + On-Demand Mobile Coach",19618.0,fit-fitness-anywhere-at-work-home-and-on-the-go-ex,False,US,11/9/2015 21:31,11/9/2015 21:31,9/8/2015 17:01,10/20/2015 21:31,False,72,Hardware,"{""web"":{""project"":""https://www.kickstarter.com/projects/michelemehl/fit-fitness-anywhere-at-work-home-and-on-the-go-ex?ref=category"",""rewards"":""https://www.kickstarter.com/projects/michelemehl/fit-fitness-anywhere-at-work-home-and-on-the-go-ex/rewards""}}",Monday,Monday,Tuesday,Tuesday,11,9,21,11,9,21,9,8,17,10,20,21,42 days 04:30:22.000000000,20 days 00:00:00.000000000,20 days 00:00:01.000000000,42,20,20,1,1,1,1,0
Drone Landing System,We developed a drone landing system for emergency and normal landings to protect your drone investment and the surroundings.,45000.0,drone-landing-system,False,NL,7/16/2016 9:38,7/16/2016 9:38,6/14/2016 5:16,6/21/2016 9:38,False,6,Flight,"{""web"":{""project"":""https://www.kickstarter.com/projects/1117168260/drone-landing-system?ref=category"",""rewards"":""https://www.kickstarter.com/projects/1117168260/drone-landing-system/rewards""}}",Saturday,Saturday,Tuesday,Tuesday,7,16,9,7,16,9,6,14,5,6,21,9,7 days 04:21:41.000000000,25 days 00:00:00.000000000,25 days 00:00:00.000000000,7,25,25,0,0,0,1,1
"The First Ever, Dual USB Flash Drive Stylus Retractable Pen","iinK Nation IN pens, the world's first ever Stylish & Wearable 5 in 1 experience combo connect pen.  A Professionals must have!",50000.0,iink-nation-in-pen,False,US,8/5/2014 12:00,7/25/2014 12:03,6/25/2014 19:40,7/11/2014 12:00,False,4,Wearables,"{""web"":{""project"":""https://www.kickstarter.com/projects/810734610/iink-nation-in-pen?ref=category"",""rewards"":""https://www.kickstarter.com/projects/810734610/iink-nation-in-pen/rewards""}}",Tuesday,Friday,Wednesday,Friday,8,5,12,7,25,12,6,25,19,7,11,12,15 days 16:20:14.000000000,25 days 00:00:00.000000000,14 days 00:02:21.000000000,15,25,14,0,1,1,0,0
FOGGYCases- Handcrafted Wireless Charger,"A SLEEK & UNIQUE WIRELESS CHARGING CASE & WIRELESS CHARGING DOCK, HANDCRAFTED IN GENUINE LEATHER AND ALUMINIUM.",50000.0,foggy-handcrafted-leather-wireless-charging-case-a,False,GB,1/25/2015 8:58,1/25/2015 8:58,10/18/2014 9:24,12/20/2014 8:58,False,36,Gadgets,"{""web"":{""project"":""https://www.kickstarter.com/projects/1279526209/foggy-handcrafted-leather-wireless-charging-case-a?ref=category"",""rewards"":""https://www.kickstarter.com/projects/1279526209/foggy-handcrafted-leather-wireless-charging-case-a/rewards""}}",Sunday,Sunday,Saturday,Saturday,1,25,8,1,25,8,10,18,9,12,20,8,62 days 23:33:31.000000000,36 days 00:00:00.000000000,36 days 00:00:00.000000000,62,36,36,0,1,1,0,1
The Proof: Sealed Multi-Touch Watch Kit for iPod Nano,Boombotix introduces the next leap in watch design for the iPod nano with waterproof engineering and Bluetooth technology.,17000.0,the-proof-watch-for-gen-6-ipod-nano,False,US,12/4/2011 14:00,12/4/2011 14:00,10/20/2011 1:54,10/20/2011 14:00,False,69,Hardware,"{""web"":{""project"":""https://www.kickstarter.com/projects/skullyboom/the-proof-watch-for-gen-6-ipod-nano?ref=category"",""rewards"":""https://www.kickstarter.com/projects/skullyboom/the-proof-watch-for-gen-6-ipod-nano/rewards""}}",Sunday,Sunday,Thursday,Thursday,12,4,14,12,4,14,10,20,1,10,20,14,0 days 12:06:24.000000000,45 days 00:00:00.000000000,45 days 00:00:01.000000000,0,45,45,0,1,1,0,1
Code Of Kindness.com,Code Of Kindness is a unique way to track & generate acts of kindness throughout the world. You can actually watch kindness spread!,5000.0,code-of-kindnesscom,False,US,7/26/2014 19:04,7/26/2014 19:04,4/15/2014 9:29,6/11/2014 19:04,False,29,Web,"{""web"":{""project"":""https://www.kickstarter.com/projects/codeofkindness/code-of-kindnesscom?ref=category"",""rewards"":""https://www.kickstarter.com/projects/codeofkindness/code-of-kindnesscom/rewards""}}",Saturday,Saturday,Tuesday,Wednesday,7,26,19,7,26,19,4,15,9,6,11,19,57 days 09:34:16.000000000,45 days 00:00:00.000000000,45 days 00:00:00.000000000,57,45,45,0,1,1,0,1
Juucer - Wired and Wireless frustration-free charging,Juucing-up your portable devices from one zen-like power source via USB and Qi Wireless Charging,82500.0,juucer-the-frustration-free-charging-solution,False,GB,8/9/2013 2:04,8/9/2013 2:04,2/22/2013 0:06,6/10/2013 2:04,False,17,Hardware,"{""web"":{""project"":""https://www.kickstarter.com/projects/1263763315/juucer-the-frustration-free-charging-solution?ref=category"",""rewards"":""https://www.kickstarter.com/projects/1263763315/juucer-the-frustration-free-charging-solution/rewards""}}",Friday,Friday,Friday,Monday,8,9,2,8,9,2,2,22,0,6,10,2,108 days 01:58:24.000000000,60 days 00:00:00.000000000,60 days 00:00:00.000000000,108,60,60,0,1,1,0,0
"The ION BELT - Sleek, Safe and Stylish Portable Charging",A revolutionary way to keep your life fully charged.  No more bulky battery packs and chargers. Just don't forget your pants!,50000.0,the-ion-belt-sleek-safe-and-stylish-portable-charg,False,US,12/12/2015 1:18,12/11/2015 9:58,9/18/2015 13:57,10/30/2015 1:18,False,454,Wearables,"{""web"":{""project"":""https://www.kickstarter.com/projects/iontechwear/the-ion-belt-sleek-safe-and-stylish-portable-charg?ref=category"",""rewards"":""https://www.kickstarter.com/projects/iontechwear/the-ion-belt-sleek-safe-and-stylish-portable-charg/rewards""}}",Saturday,Friday,Friday,Friday,12,12,1,12,11,9,9,18,13,10,30,1,41 days 11:20:27.000000000,43 days 00:00:00.000000000,42 days 08:40:52.000000000,41,43,42,0,1,1,0,1
"grplife, private social network for non-profit organizations",grplife helps non-profit and community groups engage their members while upholding an attitude of responsibility for their information,3870.0,grplife-private-social-network-for-non-profit-orga,False,US,10/19/2014 11:26,10/19/2014 11:26,8/21/2014 15:32,9/19/2014 11:26,False,22,Web,"{""web"":{""project"":""https://www.kickstarter.com/projects/253520020/grplife-private-social-network-for-non-profit-orga?ref=category"",""rewards"":""https://www.kickstarter.com/projects/253520020/grplife-private-social-network-for-non-profit-orga/rewards""}}",Sunday,Sunday,Thursday,Friday,10,19,11,10,19,11,8,21,15,9,19,11,28 days 19:53:21.000000000,30 days 00:00:00.000000000,30 days 00:00:00.000000000,28,30,30,0,1,1,0,1
SPICE I2C Expansion Board - Arduino Shield & More (Canceled),"SPICE up you electronic project, add sensors, display, lights, memory, and more. Built for Arduino but I2C compatible.",5500.0,spice-i2c-expansion-board-arduino-shield-and-more,False,US,9/14/2015 9:06,8/22/2015 13:08,7/11/2015 12:51,8/13/2015 9:06,False,14,,"{""web"":{""project"":""https://www.kickstarter.com/projects/1257390142/spice-i2c-expansion-board-arduino-shield-and-more?ref=category"",""rewards"":""https://www.kickstarter.com/projects/1257390142/spice-i2c-expansion-board-arduino-shield-and-more/rewards""}}",Monday,Saturday,Saturday,Thursday,9,14,9,8,22,13,7,11,12,8,13,9,32 days 20:15:08.000000000,32 days 00:00:00.000000000,9 days 04:02:40.000000000,32,32,9,0,1,1,0,0
Pocket Monsters: A Musical Parody (Canceled),"Our musical is finally ready to come to life, and we're raising funds to help make that happen!",1500.0,pocket-monsters-a-musical-parody,False,US,3/29/2017 12:44,1/30/2017 21:45,1/27/2017 22:16,1/28/2017 12:44,False,3,Musical,"{""web"":{""project"":""https://www.kickstarter.com/projects/1370993169/pocket-monsters-a-musical-parody?ref=category"",""rewards"":""https://www.kickstarter.com/projects/1370993169/pocket-monsters-a-musical-parody/rewards""}}",Wednesday,Monday,Friday,Saturday,3,29,12,1,30,21,1,27,22,1,28,12,0 days 14:27:46.000000000,60 days 00:00:00.000000000,2 days 09:01:21.000000000,0,60,2,0,1,1,0,0
